customer_age,annual_income,spending_score,purchase_frequency,website_visits,time_on_app,discount_usage,days_since_last_purchase,loyalty_points,social_media_engagement,preferred_payment_mode,city_tier
27,77781.99,11,13,65,39.82,90.29,90,9213,6.01,Cash,Tier3
57,19698.47,1,10,54,46.53,94.17,115,3808,1.93,UPI,Tier3
24,82567.03,92,7,54,39.35,46.41,22,4113,9.95,Credit Card,Tier2
56,84285.33,82,8,62,45.82,37.13,65,9499,8.24,UPI,Tier1
55,58140.72,49,8,78,,42.22,100,3952,7.92,UPI,Tier1
38,92551.62,41,6,79,19.5,32.26,4,1742,6.1,Credit Card,Tier3
37,90002.02,20,8,52,40.21,,16,8169,2.08,Cash,Tier3
20,67268.59,71,5,6,44.63,94.63,88,9749,2.04,Cash,Tier2
68,55068.2,37,5,50,26.31,38.96,47,8775,5.81,Debit Card,Tier2
39,43597.79,16,9,46,36.47,87.45,81,3319,5.16,Credit Card,Tier1
64,64173.6,39,9,13,46.74,62.75,78,7786,7.28,UPI,Tier3
21,77534.7,45,4,56,42.54,83.72,28,7545,8.77,Debit Card,Tier1
45,57868.11,64,8,23,54.85,52.1,107,1386,1.15,Cash,Tier3
29,16654.98,47,6,40,36.19,11.7,119,2254,6.29,Credit Card,Tier1
55,92911.71,23,6,42,62.89,43.33,20,6641,5.07,Cash,Tier3
68,69184.91,32,9,64,35.34,50.71,15,1740,2.72,Cash,Tier3
53,56648.26,49,9,76,,70.68,112,4762,3.69,Cash,Tier1
64,83857.48,81,13,66,24.04,78.39,82,312,9.4,Debit Card,Tier2
58,98542.05,19,7,40,33.67,11.49,97,6664,7.62,Credit Card,Tier1
22,10000.0,98,8,66,35.12,65.16,21,8835,9.18,UPI,Tier2
30,74553.8,78,6,56,54.85,49.92,34,298,4.03,Debit Card,Tier3
40,33613.72,67,7,61,,55.04,44,8223,3.52,Cash,Tier1
67,,39,60,21,73.54,17.86,9,1011,3.34,Debit Card,Tier2
47,67814.4,89,3,64,50.65,9.95,101,1242,5.71,Credit Card,Tier1
54,78985.98,60,9,76,46.79,30.84,74,9088,6.85,Cash,Tier2
42,54016.55,11,9,23,27.22,29.12,108,633,7.67,UPI,Tier1
65,23788.72,49,9,38,91.03,30.7,4,5489,2.25,UPI,Tier2
44,55091.9,15,10,16,53.82,99.64,94,2418,3.26,Cash,Tier3
68,73950.65,83,5,54,76.71,53.83,38,7869,4.22,UPI,Tier3
31,87338.63,61,9,63,48.92,90.3,81,5790,1.28,UPI,Tier2
65,39219.71,43,9,30,38.95,66.68,44,9839,7.46,UPI,Tier2
64,87595.33,15,7,41,59.05,8.96,57,4378,2.35,Cash,Tier1
53,,79,25,76,10.29,41.33,23,846,4.56,Cash,Tier1
56,72973.9,79,9,67,28.23,57.2,69,8629,9.65,Credit Card,Tier2
33,53782.33,73,5,69,25.2,73.95,99,8715,7.12,UPI,Tier2
39,69007.75,5,4,57,65.78,,24,9727,6.46,UPI,Tier2
38,84621.31,83,8,43,14.69,83.13,25,2599,1.61,Cash,Tier2
38,38005.69,88,11,63,50.12,68.87,119,9297,1.64,Credit Card,Tier1
25,50042.07,29,9,48,63.33,2.07,23,3077,6.78,UPI,Tier3
66,69069.18,62,15,78,55.53,7.82,98,9701,3.84,Credit Card,Tier2
33,117834.84,60,2,7,71.99,67.74,79,4197,3.68,Debit Card,Tier2
48,46009.83,69,11,65,41.44,57.18,11,7688,4.03,UPI,Tier2
59,109882.95,22,11,31,63.89,21.1,56,8963,6.8,Debit Card,Tier2
27,109097.31,13,6,12,57.21,27.59,35,9976,2.38,Cash,Tier2
49,62859.15,50,10,68,18.4,36.86,55,4554,9.52,UPI,Tier1
51,58440.64,47,6,27,30.62,53.67,55,1489,9.61,Credit Card,Tier3
26,49774.57,29,7,44,9.48,99.9,74,5304,7.29,Debit Card,Tier1
34,63499.54,80,12,30,-4.43,95.76,3,9390,9.63,Debit Card,Tier1
28,34052.17,17,9,57,51.81,,91,1815,4.27,Debit Card,Tier1
49,63322.74,20,10,67,34.99,72.45,55,5319,2.67,Cash,Tier1
27,97931.37,78,11,75,22.36,17.96,10,7436,2.64,UPI,Tier3
39,51556.13,6,12,56,43.43,,10,4908,5.82,Credit Card,Tier3
34,59704.07,22,5,41,53.35,91.0,1,5605,2.69,UPI,Tier1
21,27574.91,9,7,66,75.23,13.36,73,4294,2.66,UPI,Tier3
65,,32,10,6,51.27,85.31,113,7285,8.81,Credit Card,Tier1
69,70818.6,88,6,72,78.37,5.46,27,5989,4.2,Cash,Tier2
64,66401.45,33,6,46,47.17,29.68,31,4721,7.38,UPI,Tier3
42,60229.8,77,9,5,36.36,26.82,7,6132,9.32,Debit Card,Tier3
38,58559.33,99,9,65,42.07,59.52,81,6016,3.53,Cash,Tier3
54,76041.81,70,8,9,53.17,22.73,39,2003,5.21,Credit Card,Tier3
55,64366.03,49,4,41,5.49,20.03,83,6242,7.01,UPI,Tier3
66,71929.38,30,10,73,47.43,61.42,107,9216,2.74,Debit Card,Tier2
18,69729.62,16,11,56,46.49,93.84,3,8899,6.4,Debit Card,Tier2
42,89715.4,65,4,13,55.07,0.36,34,814,9.85,UPI,Tier2
68,79893.87,82,9,18,68.4,94.3,77,1363,9.76,Debit Card,Tier1
53,69242.96,86,6,55,33.54,32.48,112,2822,6.89,Cash,Tier3
34,98405.28,90,11,70,37.94,19.96,80,5127,4.62,Cash,Tier2
58,,14,8,65,46.28,42.88,93,4756,2.99,Cash,Tier1
41,93709.18,56,10,72,43.84,99.73,54,6120,8.64,Credit Card,Tier2
19,78352.74,37,1,71,53.91,56.94,4,9677,7.0,Cash,Tier3
57,24477.78,49,7,46,30.65,91.47,80,8772,8.25,Credit Card,Tier2
32,93706.36,78,7,41,55.44,69.29,83,7274,9.0,Cash,Tier2
49,67973.88,90,6,64,,61.92,91,8269,9.7,Credit Card,Tier3
56,63857.0,50,15,75,54.83,15.36,39,4767,2.02,Credit Card,Tier1
23,71189.66,36,8,6,74.0,43.06,33,6994,4.8,Credit Card,Tier3
18,57410.37,52,10,8,49.39,51.85,80,5506,6.45,Debit Card,Tier3
64,69994.63,23,7,78,45.8,81.48,46,856,2.02,UPI,Tier3
40,51978.73,66,8,55,49.48,78.83,22,8569,1.96,Debit Card,Tier2
56,93033.99,71,8,56,20.01,88.48,24,4656,1.02,Cash,Tier3
34,62501.06,45,8,32,28.33,82.96,102,4513,6.88,Cash,Tier1
51,56583.16,86,12,17,48.18,85.56,47,1961,6.59,Debit Card,Tier2
58,44651.63,28,8,56,52.54,0.38,79,5517,4.96,Cash,Tier3
46,70913.07,20,7,23,,17.86,75,4121,2.82,Credit Card,Tier3
26,69116.36,49,8,23,,10.26,89,8917,3.77,Debit Card,Tier1
30,73545.34,57,4,48,44.18,11.16,105,8998,6.8,Cash,Tier1
23,42400.46,82,13,30,41.6,10.58,8,6783,4.96,UPI,Tier1
23,29774.01,88,13,25,23.11,46.44,80,2378,9.75,UPI,Tier1
37,78763.01,97,6,44,44.01,42.61,61,4834,6.94,Cash,Tier1
69,97662.12,59,13,19,96.9,40.9,51,8668,5.54,UPI,Tier3
20,42420.22,26,6,76,33.59,21.14,63,7174,1.35,Debit Card,Tier2
34,99967.71,19,5,13,56.41,43.15,81,9261,7.15,Credit Card,Tier3
66,71246.04,13,10,60,62.58,13.0,39,4604,6.12,UPI,Tier3
29,64844.62,74,9,62,61.35,78.27,35,9076,6.7,Cash,Tier2
65,56253.93,62,7,55,36.83,80.75,112,6271,4.52,UPI,Tier1
64,34540.6,14,8,75,11.58,84.27,65,7090,5.73,Credit Card,Tier2
62,86730.03,73,10,7,17.87,99.39,114,5070,9.31,Credit Card,Tier1
18,47936.66,11,10,53,55.36,3.62,22,7695,2.95,Cash,Tier2
34,,67,5,53,49.3,56.96,28,8894,2.89,UPI,Tier3
20,86822.38,12,10,12,60.79,,47,6803,1.24,Cash,Tier3
43,23574.36,35,5,27,51.5,40.24,117,1478,3.92,UPI,Tier2
32,31480.85,39,9,51,57.45,83.33,22,3807,8.55,UPI,Tier3
53,64601.05,32,11,26,62.26,23.23,56,8823,3.31,Cash,Tier2
49,71452.26,14,7,65,35.33,88.35,2,5671,8.58,UPI,Tier2
49,75664.16,65,10,7,25.73,75.61,70,147,6.07,UPI,Tier3
21,58360.43,27,11,53,42.04,33.56,118,4785,2.65,Credit Card,Tier3
35,120668.13,60,8,52,57.75,30.97,79,6620,2.17,Cash,Tier3
66,59986.36,43,10,42,70.54,28.42,109,6111,7.16,Credit Card,Tier1
36,59922.7,65,4,64,68.98,5.25,30,4113,3.07,Debit Card,Tier1
60,47466.29,55,7,59,77.11,4.38,118,3798,9.36,UPI,Tier2
69,67725.95,93,4,33,56.16,19.23,86,7280,8.32,Debit Card,Tier2
52,78529.15,88,6,16,43.39,73.8,13,1548,8.38,UPI,Tier3
57,91478.72,81,9,22,64.32,75.03,93,2514,1.44,Debit Card,Tier1
31,32235.75,35,8,69,54.33,65.13,101,4873,3.17,Debit Card,Tier1
50,59588.1,95,7,58,37.0,59.84,38,2478,4.79,Cash,Tier3
31,74827.48,32,9,61,54.84,7.83,85,4019,3.2,UPI,Tier1
51,77915.27,19,11,65,56.0,9.79,50,639,3.94,Credit Card,Tier1
21,65144.07,95,5,60,42.4,61.42,53,9144,2.3,Credit Card,Tier1
41,76933.33,39,4,72,55.31,72.32,30,492,2.1,Cash,Tier2
46,47202.79,20,11,33,38.47,13.19,81,4445,4.3,Cash,Tier3
36,99273.92,28,6,61,72.07,24.29,47,6909,9.22,Credit Card,Tier1
23,86837.82,3,9,73,56.0,50.68,94,2675,8.92,Credit Card,Tier1
50,35411.59,32,9,20,65.66,18.64,34,478,5.83,Cash,Tier2
66,41347.73,86,7,64,,11.76,56,319,7.26,Cash,Tier1
57,41967.72,58,7,35,33.19,87.23,37,974,3.93,Cash,Tier1
36,79915.34,54,5,73,53.47,22.48,94,2451,2.3,Cash,Tier3
18,36735.99,42,8,34,64.55,5.36,96,2178,1.54,UPI,Tier1
22,57717.46,15,7,28,54.31,90.58,36,742,5.05,Debit Card,Tier3
44,75003.5,83,7,25,41.0,5.77,98,371,5.28,Debit Card,Tier3
33,63544.35,62,10,9,40.29,73.96,7,123,4.86,Cash,Tier1
23,70695.53,31,9,66,23.72,88.24,81,9900,5.88,Credit Card,Tier2
57,41552.34,61,8,39,63.16,38.39,49,9394,5.69,Credit Card,Tier2
30,,26,9,69,35.02,34.75,40,7401,7.3,Cash,Tier3
65,51509.34,69,8,35,78.93,19.48,108,1999,8.69,UPI,Tier3
52,57858.37,57,7,44,14.36,37.8,91,6088,8.84,Credit Card,Tier1
36,70230.1,20,8,48,16.75,44.61,43,3938,3.72,UPI,Tier2
29,67267.72,66,7,9,,12.65,29,5061,6.66,Debit Card,Tier1
33,65527.56,21,11,78,18.03,21.62,48,3237,9.68,Credit Card,Tier3
60,48486.21,60,12,53,44.54,37.37,114,7784,6.02,Credit Card,Tier1
27,58409.91,63,7,52,43.85,36.7,37,716,6.74,UPI,Tier1
42,65048.04,51,10,25,56.13,13.89,70,478,8.41,Credit Card,Tier2
37,34748.12,92,11,51,18.45,97.27,56,4163,2.16,UPI,Tier3
48,54824.27,84,7,6,31.46,88.44,25,5262,2.56,Cash,Tier2
21,73528.96,39,10,66,74.93,88.99,102,1411,9.12,Debit Card,Tier1
61,36896.39,11,6,19,49.53,14.48,115,9832,9.5,Credit Card,Tier3
40,90444.8,57,2,61,64.38,48.62,79,122,3.18,Debit Card,Tier2
19,92931.49,3,8,73,63.84,68.54,53,6209,1.71,UPI,Tier1
39,37606.69,37,4,5,42.51,4.34,87,8132,8.23,Cash,Tier1
68,94867.63,84,15,15,52.62,2.23,101,4635,3.07,Credit Card,Tier1
54,,96,7,38,64.86,19.22,104,2970,7.0,Debit Card,Tier3
25,74207.32,25,13,21,61.62,36.82,52,5201,2.29,Credit Card,Tier2
24,54073.68,21,8,68,21.41,13.26,24,3220,4.42,Cash,Tier1
31,85306.99,80,5,63,24.25,17.18,43,2578,5.39,Debit Card,Tier2
20,73934.07,42,12,18,34.42,81.69,97,357,4.23,Debit Card,Tier2
67,47088.63,1,8,46,47.59,79.72,111,362,6.59,UPI,Tier3
33,39365.56,23,9,48,,77.59,85,9804,8.72,Credit Card,Tier2
36,32873.35,24,7,22,44.15,24.05,35,4640,6.07,Debit Card,Tier3
68,69134.72,47,9,41,48.71,21.84,94,1412,5.96,UPI,Tier3
35,77594.37,89,5,58,53.74,88.75,40,251,5.47,Debit Card,Tier3
69,79321.24,7,6,33,,86.73,30,6403,9.64,Cash,Tier1
33,62404.42,38,13,35,48.84,36.77,90,8538,1.18,Cash,Tier3
25,39546.08,47,10,56,38.75,57.7,48,1698,1.96,Debit Card,Tier2
50,49994.35,35,10,63,34.75,71.56,95,3314,4.77,Cash,Tier3
66,,78,10,62,33.14,93.37,87,4804,8.56,Credit Card,Tier2
29,54338.17,62,6,78,41.78,5.98,34,9650,9.38,UPI,Tier1
28,68155.19,73,10,21,56.83,57.15,47,8570,9.52,UPI,Tier2
22,41335.69,3,8,5,38.7,91.69,25,2039,3.13,Credit Card,Tier3
44,72404.83,20,10,73,61.67,26.17,74,5206,4.78,Debit Card,Tier3
29,54930.94,97,6,71,36.1,7.6,61,1898,7.01,UPI,Tier3
34,88027.68,44,10,49,36.41,12.39,12,346,8.63,Credit Card,Tier1
23,82018.27,32,5,34,16.99,9.5,71,9748,7.04,Cash,Tier2
50,54094.47,26,5,76,27.01,7.41,93,3674,9.11,Cash,Tier2
22,62213.39,48,13,7,32.94,16.95,31,4133,2.92,Debit Card,Tier2
45,52875.44,5,10,77,24.74,67.83,34,9119,5.96,UPI,Tier1
31,33772.47,59,5,69,47.87,2.53,108,1002,5.47,UPI,Tier1
22,46136.27,61,9,8,45.51,31.91,80,3611,8.72,Credit Card,Tier3
50,69360.78,49,6,19,31.2,48.07,83,7887,2.1,Debit Card,Tier1
67,72155.71,30,6,74,30.84,18.11,13,512,6.36,Cash,Tier3
65,68268.05,17,4,39,52.9,12.77,25,9969,7.08,UPI,Tier1
58,58361.87,70,9,31,48.66,5.9,32,5899,2.41,Credit Card,Tier1
36,85527.47,58,12,45,45.54,99.86,25,2137,7.86,UPI,Tier1
39,66397.92,63,8,26,38.67,14.75,74,8933,6.51,Debit Card,Tier2
22,80471.58,61,6,44,61.39,68.26,47,6420,2.62,Cash,Tier3
19,25976.95,63,5,62,35.79,66.78,52,6605,9.14,Debit Card,Tier3
47,10000.0,15,5,41,38.55,60.34,82,2116,8.63,Credit Card,Tier3
64,71243.34,1,7,62,25.51,76.95,102,7696,1.41,UPI,Tier3
56,33655.16,13,5,47,61.59,36.23,105,7460,2.87,Credit Card,Tier2
21,60326.06,48,8,49,60.27,58.43,58,356,4.43,Credit Card,Tier1
50,58353.87,34,10,16,49.98,16.77,23,6462,5.81,UPI,Tier1
30,99922.81,30,10,73,52.76,37.55,34,1974,6.01,Debit Card,Tier1
37,73799.92,19,5,73,28.13,97.41,48,103,2.29,UPI,Tier1
24,68648.9,64,13,63,,62.83,2,2780,2.0,Debit Card,Tier2
32,,66,6,54,44.32,17.33,28,8805,9.39,Cash,Tier1
40,73106.95,57,11,30,79.74,92.25,59,6492,7.64,Credit Card,Tier2
31,54931.11,44,8,14,42.56,42.15,109,4330,2.11,UPI,Tier2
40,88572.47,12,8,53,22.33,36.0,8,6607,9.0,Debit Card,Tier2
36,40585.5,40,12,7,88.55,41.6,37,6901,3.32,Debit Card,Tier2
46,72111.44,24,8,68,56.9,47.13,5,5194,4.46,Cash,Tier2
37,30953.46,11,5,75,39.53,34.77,29,8043,6.78,Cash,Tier2
46,69486.76,66,3,10,35.08,18.41,18,9909,6.83,Debit Card,Tier2
41,69245.77,1,11,59,45.78,14.69,101,5821,5.59,Cash,Tier1
35,101882.01,58,10,70,23.5,53.1,50,4910,2.2,Cash,Tier3
27,30570.57,28,5,62,54.35,23.48,59,4765,3.77,Debit Card,Tier2
58,51780.48,68,9,59,37.55,88.73,115,161,5.33,UPI,Tier2
25,83099.01,94,9,6,62.67,90.86,116,8293,9.23,UPI,Tier1
43,,59,12,35,48.83,33.38,53,7553,4.17,UPI,Tier2
46,68966.71,71,10,47,,,19,7743,8.18,UPI,Tier1
27,43965.01,22,10,69,27.41,77.53,53,1904,1.08,Credit Card,Tier2
34,52002.0,90,13,79,29.47,10.09,83,8690,3.84,Debit Card,Tier3
19,92390.9,29,13,59,4.12,88.8,67,6818,3.26,Cash,Tier3
23,63866.8,89,6,69,34.22,38.79,49,1662,8.74,Cash,Tier2
22,73257.91,74,6,29,59.02,23.44,6,1722,2.82,UPI,Tier3
45,62465.86,84,4,71,59.19,85.34,91,7780,9.07,UPI,Tier3
58,38972.12,78,11,43,45.51,64.33,8,2986,5.73,UPI,Tier3
22,,97,7,45,66.98,2.56,10,2027,8.4,Credit Card,Tier1
35,76071.11,69,5,54,36.63,96.97,37,3000,4.13,UPI,Tier3
43,115724.01,45,6,61,31.77,98.02,9,6429,3.81,UPI,Tier3
37,42657.21,70,10,66,,84.4,83,9740,2.05,Debit Card,Tier3
58,83096.6,86,3,23,76.76,83.28,49,5986,6.68,UPI,Tier1
66,36146.03,17,7,56,30.44,11.1,97,8632,2.41,Credit Card,Tier1
44,68461.62,79,10,52,33.8,9.78,61,6621,6.86,Cash,Tier3
66,86483.14,39,14,32,55.14,6.09,99,6774,1.6,Cash,Tier2
29,19413.03,40,7,46,43.6,,95,7249,2.31,Credit Card,Tier2
24,60491.49,28,10,39,16.07,21.31,109,4809,9.63,UPI,Tier3
20,52609.39,2,8,63,53.92,32.11,80,7334,7.63,Cash,Tier1
27,49556.94,82,5,40,39.24,65.73,62,8486,2.02,UPI,Tier2
51,73474.68,27,12,12,58.99,26.79,14,2831,4.5,Debit Card,Tier2
42,89655.09,21,7,5,25.46,48.57,84,5311,2.23,Cash,Tier1
52,62067.87,87,6,67,43.17,68.1,34,4299,5.34,Cash,Tier2
33,69520.7,7,6,39,31.06,15.34,60,6463,9.43,Credit Card,Tier1
19,67514.79,61,10,13,44.29,99.14,55,3485,3.97,Cash,Tier1
41,65039.68,52,7,10,35.67,86.82,48,4061,7.9,Credit Card,Tier1
27,41034.46,48,9,45,40.81,73.6,101,6610,2.07,Credit Card,Tier1
55,89385.78,19,9,28,45.3,98.88,8,9741,4.09,Credit Card,Tier2
39,71494.3,73,8,64,35.63,8.48,5,5679,3.61,UPI,Tier3
43,73687.39,12,14,8,58.84,5.23,118,6409,2.68,Credit Card,Tier1
60,47256.79,94,6,76,45.37,25.68,71,604,3.57,Cash,Tier3
56,54897.15,71,4,18,29.46,33.61,65,9364,8.1,Debit Card,Tier3
44,61125.05,2,5,35,49.62,66.52,16,597,6.0,Credit Card,Tier3
46,31249.26,17,8,43,48.36,99.75,26,8046,7.76,Debit Card,Tier2
64,27863.24,75,12,23,51.11,90.82,73,5659,5.05,Cash,Tier2
55,51783.55,76,8,29,66.38,65.06,29,986,4.06,Credit Card,Tier1
37,76495.46,3,4,32,43.62,20.6,27,2788,8.28,Cash,Tier2
44,50630.98,21,7,68,,55.58,42,4447,7.22,UPI,Tier2
58,42586.29,78,6,28,28.66,75.25,88,8103,5.4,UPI,Tier1
37,47076.92,79,8,44,56.29,79.17,46,2961,8.36,Credit Card,Tier2
61,54982.47,51,7,64,20.64,98.97,74,2325,1.87,Cash,Tier3
36,57215.1,10,4,19,18.26,6.54,7,3933,2.42,Credit Card,Tier1
37,112641.47,55,3,58,21.2,94.24,92,2947,7.36,Debit Card,Tier2
52,88201.65,36,14,62,17.61,16.53,20,3944,5.11,UPI,Tier2
64,87545.03,51,7,9,75.0,63.53,44,1824,9.19,UPI,Tier1
19,90708.77,74,5,43,44.11,67.14,113,5095,7.44,Credit Card,Tier3
47,43025.94,17,6,67,28.07,27.17,98,3152,1.02,Debit Card,Tier1
51,38107.98,89,6,76,36.74,15.68,93,7566,8.27,Credit Card,Tier3
39,40648.85,61,5,5,66.76,31.14,113,6675,5.94,Debit Card,Tier3
20,94359.13,91,4,24,43.16,29.62,54,3140,6.86,Credit Card,Tier2
23,52961.78,97,8,73,51.55,79.2,116,290,9.62,Cash,Tier2
32,37470.16,75,8,53,34.47,21.08,41,4075,9.51,Cash,Tier3
44,55518.08,13,5,22,15.05,,2,3672,4.46,UPI,Tier1
27,59750.68,65,8,27,42.87,14.93,66,6916,4.04,Cash,Tier3
26,70905.09,95,11,22,42.45,40.26,118,7125,3.5,Cash,Tier3
50,70520.92,97,5,64,69.65,16.93,60,2807,5.93,Cash,Tier3
49,,85,6,47,24.54,92.75,17,5445,5.67,Credit Card,Tier2
65,80084.44,80,11,76,46.39,80.5,94,3244,7.88,Cash,Tier3
23,50937.74,87,12,58,52.78,1.76,74,8563,6.21,Cash,Tier2
58,61561.92,74,7,55,49.15,35.8,32,2390,7.72,Debit Card,Tier2
53,80109.03,48,9,64,42.28,34.88,51,1883,2.23,Credit Card,Tier3
19,50879.93,97,9,28,39.27,47.78,61,5165,5.47,Credit Card,Tier3
46,52474.27,86,11,54,41.26,21.78,71,4567,4.62,Credit Card,Tier1
21,78016.7,70,8,41,34.84,,22,7935,3.49,Credit Card,Tier3
18,46129.87,47,9,61,36.55,31.93,81,6933,8.1,Credit Card,Tier3
36,56534.58,10,8,34,,41.39,15,942,8.71,UPI,Tier2
43,77226.33,57,8,52,55.64,41.54,38,190,4.65,Cash,Tier1
42,110190.03,80,8,25,17.17,79.86,58,5209,7.04,Credit Card,Tier2
27,78318.9,13,6,19,53.82,60.77,60,923,2.67,Debit Card,Tier3
32,75398.07,61,4,75,,33.58,79,9273,6.1,Debit Card,Tier3
39,76677.63,58,7,36,46.68,81.61,91,765,4.49,Credit Card,Tier1
68,41389.81,84,16,51,11.34,26.61,109,2177,6.39,Debit Card,Tier1
65,67543.13,68,8,46,60.98,17.7,46,1937,1.17,Credit Card,Tier1
38,64345.14,84,7,9,51.57,10.33,1,9050,4.55,Cash,Tier1
39,,86,4,25,46.02,68.01,43,6968,5.71,Debit Card,Tier1
53,67563.18,29,6,77,38.02,28.12,30,849,9.76,Debit Card,Tier2
51,73353.39,16,10,29,20.61,41.01,45,8623,9.83,Cash,Tier2
47,58147.72,63,10,42,48.97,91.86,9,9522,5.54,Credit Card,Tier1
42,66289.4,47,13,29,41.35,46.24,104,7989,2.61,Debit Card,Tier1
62,37987.77,43,12,49,32.47,23.07,55,4544,3.73,UPI,Tier3
45,57962.04,23,7,50,54.74,72.34,24,9981,4.2,Cash,Tier1
18,95598.34,30,8,69,61.14,74.88,109,3577,3.03,Debit Card,Tier2
66,72013.78,57,2,68,40.97,99.04,41,4734,7.72,Cash,Tier2
62,64539.74,30,10,68,28.54,11.54,8,1376,1.5,UPI,Tier3
21,106714.71,67,16,38,54.83,27.93,102,3488,5.07,Debit Card,Tier2
24,35061.63,56,11,72,32.37,20.19,11,4597,9.4,Debit Card,Tier1
66,40591.98,24,10,55,30.4,55.58,29,1004,7.95,Credit Card,Tier3
26,102679.65,77,16,21,49.49,,113,2184,3.09,Debit Card,Tier1
53,66011.14,96,8,19,53.61,56.55,26,8309,1.53,UPI,Tier2
36,59663.17,76,10,71,67.26,24.78,71,1110,7.97,Debit Card,Tier3
18,38617.5,8,4,61,33.85,39.61,40,4481,2.1,UPI,Tier3
27,,88,7,73,,77.31,10,1649,1.03,Debit Card,Tier1
53,76978.12,44,7,14,43.27,50.96,91,7477,1.37,Debit Card,Tier1
26,,80,5,22,25.72,20.89,68,1412,6.56,Credit Card,Tier3
62,61913.94,96,6,12,46.84,69.64,35,1685,2.16,Credit Card,Tier2
63,57618.65,34,12,68,40.83,69.78,54,6131,2.85,Debit Card,Tier2
59,70631.5,35,10,20,25.55,96.06,104,2282,1.36,UPI,Tier2
49,40376.49,96,7,76,52.28,85.37,101,4322,5.87,Credit Card,Tier1
49,92542.84,50,7,75,50.84,84.77,24,8478,1.77,Credit Card,Tier2
23,85148.12,17,12,8,63.57,90.2,60,5706,3.1,Cash,Tier2
65,57010.14,2,9,24,43.19,62.49,58,7782,5.31,Debit Card,Tier1
55,60238.79,90,7,34,26.05,47.78,26,3613,1.17,Cash,Tier3
34,61998.71,54,2,36,70.36,4.79,59,8086,5.63,Credit Card,Tier3
27,47877.21,44,8,29,66.11,39.47,110,8729,2.48,Debit Card,Tier1
67,55244.55,81,5,53,33.51,50.0,27,2340,6.45,Debit Card,Tier3
44,59054.05,49,9,6,27.12,94.35,106,3728,3.32,UPI,Tier3
67,100483.1,2,8,64,40.93,54.35,59,260,8.34,Debit Card,Tier3
52,85825.6,72,4,71,34.36,59.51,30,6603,7.15,UPI,Tier1
69,85562.4,70,3,35,27.39,63.31,32,864,6.05,UPI,Tier2
38,73138.36,9,4,52,19.3,92.14,113,3995,6.74,Credit Card,Tier2
42,40418.81,1,6,70,25.2,39.43,59,7678,9.99,Debit Card,Tier3
45,64087.2,69,8,52,0.84,91.49,26,4648,4.61,Debit Card,Tier2
64,,9,7,34,,58.12,93,1043,4.12,Cash,Tier2
32,37318.18,14,6,21,38.01,5.58,42,9728,6.05,Cash,Tier2
21,79004.17,27,4,23,52.57,40.35,84,7487,1.66,Debit Card,Tier1
46,116097.4,9,4,75,36.78,8.7,24,3374,1.64,Credit Card,Tier2
26,88359.97,36,6,50,44.04,21.01,115,3457,6.49,Cash,Tier2
44,96108.64,93,7,42,37.0,36.18,101,1211,7.55,Cash,Tier3
43,69803.45,84,4,64,45.0,96.16,34,4888,7.73,Credit Card,Tier3
36,86294.5,79,6,60,56.76,58.76,1,3389,7.07,Debit Card,Tier1
45,49207.23,3,7,32,44.03,98.33,81,2469,7.74,UPI,Tier3
34,,23,8,11,33.87,30.67,96,858,4.24,UPI,Tier1
60,79396.54,73,5,54,45.92,66.86,50,6373,7.94,Debit Card,Tier3
58,71378.05,30,8,43,38.74,54.74,22,5341,3.0,Debit Card,Tier3
59,93952.16,19,6,47,41.42,39.09,87,3178,3.85,Debit Card,Tier2
67,53146.73,67,8,39,35.88,90.81,115,926,1.32,Credit Card,Tier1
37,,50,6,12,55.88,47.02,25,2865,8.97,Cash,Tier2
62,67100.16,48,8,59,67.45,,102,6698,7.21,Debit Card,Tier2
57,42348.56,3,6,72,36.99,24.16,95,1799,9.32,Credit Card,Tier1
56,69992.5,98,6,21,41.42,74.25,81,9238,3.91,Cash,Tier1
66,27183.53,66,4,25,47.52,61.24,86,4163,8.9,Credit Card,Tier1
40,88033.0,27,4,27,55.61,24.22,79,9583,6.03,UPI,Tier3
64,66026.02,87,4,71,49.13,82.06,29,6750,8.2,Cash,Tier1
49,53540.36,96,6,35,52.33,94.86,111,2406,5.69,Credit Card,Tier3
69,46643.78,99,7,48,56.82,68.91,81,1207,1.18,UPI,Tier1
64,59839.26,40,9,76,42.13,42.19,71,7340,5.46,Cash,Tier1
50,80141.71,18,1,31,52.19,79.16,64,3279,7.85,Credit Card,Tier1
63,77050.26,27,6,53,47.64,55.42,51,6053,9.73,Debit Card,Tier3
22,,11,12,29,37.78,2.79,26,3004,6.53,Debit Card,Tier2
60,46387.13,39,5,69,60.22,65.46,89,335,7.36,UPI,Tier2
65,79451.77,19,3,64,42.32,75.99,49,1948,9.16,Debit Card,Tier1
51,49108.36,89,5,46,32.63,28.93,107,8998,7.94,Credit Card,Tier3
57,66318.02,7,8,35,52.99,29.76,36,4648,8.52,Credit Card,Tier2
28,67722.6,95,6,47,53.88,32.9,70,2228,7.49,UPI,Tier3
67,71865.37,57,9,32,43.68,67.91,39,3003,5.87,Cash,Tier2
20,83881.95,2,8,35,,22.32,41,1174,7.37,Cash,Tier1
50,37214.82,38,6,79,21.24,70.96,4,3818,2.25,UPI,Tier2
28,22954.49,5,9,59,,,14,6258,2.0,Cash,Tier3
